,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
1151,0,home_improvement,0.23,376.52,10.8706,9.33,646,7863.5,55038,2.2,4,0,0,0
1152,1,credit_card,0.23,574.43,9.8641,11.45,640,10964.7,48107,6.8,2,0,1,1
1153,0,credit_card,0.23,101.72,11.3275,18.89,661,10534.9,54166,79.4,5,2,0,1
1154,1,debt_consolidation,0.23,607.05,11.5154,1.66,777,3988.9,21145,37.6,3,1,1,0
1155,0,small_business,0.23,479.23,9.4445,29.01,780,2781.6,40978,66.8,1,2,1,1
1156,0,home_improvement,0.1912,435.07,10.4053,5.23,795,4779.6,42001,73.9,3,0,0,0
1157,0,credit_card,0.23,661.37,10.8337,0.8,640,6928.0,14758,42.2,6,1,1,0
1158,0,debt_consolidation,0.23,694.52,11.3407,0.16,652,1238.9,56556,14.3,6,1,1,1
1159,0,debt_consolidation,0.2086,769.32,10.5906,11.99,809,12771.7,58185,38.7,2,2,0,1
1160,0,small_business,0.208,368.58,10.4007,26.53,815,5211.4,6620,87.1,6,0,1,0
1161,1,small_business,0.23,327.98,11.3363,24.59,772,6973.9,45920,33.1,0,0,0,1
1162,0,small_business,0.23,657.19,10.619,27.36,642,6693.3,26861,6.3,7,1,1,0
1163,0,debt_consolidation,0.23,544.53,11.2252,16.01,634,9701.1,40433,95.9,6,1,0,0
1164,0,debt_consolidation,0.23,587.03,10.2331,13.46,631,15616.6,33264,68.1,0,2,1,1
1165,1,debt_consolidation,0.2242,522.19,10.0886,11.58,765,3539.6,13374,54.1,5,2,1,1
1166,0,major_purchase,0.2144,706.79,11.3532,1.39,797,6792.4,5757,82.9,3,0,0,0
1167,1,major_purchase,0.23,211.53,11.0515,27.29,752,12764.5,30785,41.1,7,0,0,0
1168,0,all_other,0.23,522.36,11.4535,14.89,675,1751.9,50233,98.5,1,1,0,1
1169,1,debt_consolidation,0.23,184.39,10.5804,13.65,779,15109.6,49354,85.8,7,2,1,1
1170,0,all_other,0.23,396.16,10.4229,15.46,632,17351.0,16486,28.1,6,1,1,1
1171,0,major_purchase,0.23,614.39,11.7164,23.82,793,11329.8,51615,37.1,2,2,0,1
1172,1,credit_card,0.2224,469.11,9.9862,6.73,807,17260.6,21356,27.6,3,0,1,1
1173,0,major_purchase,0.23,372.65,11.6509,21.3,770,8022.1,33685,65.9,5,2,1,1
1174,0,home_improvement,0.23,802.22,11.6923,21.32,804,8055.5,19462,63.9,1,0,1,0
1175,1,debt_consolidation,0.23,706.9,11.4161,25.49,743,2806.2,31367,52.3,7,2,1,1
1176,0,educational,0.23,497.35,10.4873,0.26,718,1602.6,31763,96.6,1,2,1,0
1177,1,home_improvement,0.23,857.55,10.4101,5.11,687,5156.6,41861,47.2,1,0,0,0
1178,0,small_business,0.2072,410.71,10.774,14.13,813,9128.2,28311,78.4,4,0,0,0
1179,0,debt_consolidation,0.2244,719.86,10.123,25.52,766,9630.6,31694,65.8,3,1,1,0
1180,0,all_other,0.23,192.75,10.323,28.95,660,4698.8,39080,51.8,0,2,1,1
1181,0,small_business,0.2289,292.92,11.2868,17.85,820,11417.7,25060,4.2,7,0,0,1
1182,0,small_business,0.23,337.37,11.2896,6.36,632,4080.5,31463,65.7,1,0,1,1
1183,1,debt_consolidation,0.23,139.95,10.2703,5.54,743,6545.6,5125,64.3,0,2,1,1
1184,1,small_business,0.23,476.53,11.3057,19.18,660,4327.1,52189,12.5,4,2,1,1
1185,0,educational,0.23,213.42,11.1726,6.3,759,12843.3,7562,79.6,7,0,0,1
1186,1,major_purchase,0.23,589.06,11.8059,16.59,706,9781.7,52377,46.7,0,2,1,1
1187,1,credit_card,0.23,211.58,11.2415,25.04,711,13513.7,45616,32.4,3,2,0,0
1188,1,educational,0.23,154.98,11.5351,11.69,761,1973.2,56859,82.4,7,2,1,1
1189,0,small_business,0.23,873.72,11.1862,11.35,778,8231.2,1479,34.3,7,0,0,1
1190,1,debt_consolidation,0.23,609.5,11.488,1.08,699,17438.3,13029,62.2,1,2,1,1
1191,0,debt_consolidation,0.229,845.98,10.1277,7.62,829,1911.5,3138,61.8,4,0,0,1
1192,1,educational,0.23,466.4,10.827,20.95,724,8112.4,25055,5.3,6,0,1,0
1193,1,credit_card,0.23,78.39,10.8766,10.81,653,1686.8,54278,42.3,5,0,1,1
1194,0,debt_consolidation,0.23,538.22,10.7538,4.75,621,3493.1,45976,22.3,5,1,1,1
1195,0,home_improvement,0.23,524.58,11.1663,3.17,662,8862.9,42239,20.0,6,2,1,0
1196,0,home_improvement,0.23,62.73,11.2806,2.85,765,3677.7,50904,65.5,3,0,0,0
1197,1,small_business,0.23,782.06,11.1354,19.77,733,9818.8,252,1.1,0,0,0,1
1198,1,small_business,0.23,576.98,10.7938,18.38,690,16686.4,47259,96.9,5,0,1,1
1199,0,educational,0.23,682.99,10.4586,15.56,721,4406.9,18722,39.5,5,0,1,0
1200,0,major_purchase,0.2198,469.83,11.5583,15.01,796,2822.2,41455,29.9,6,2,1,0
1201,0,debt_consolidation,0.23,575.64,11.1098,4.59,740,15029.7,45799,92.0,7,0,1,0
1202,0,debt_consolidation,0.23,268.85,10.2888,15.02,632,8824.6,41145,48.7,2,0,1,1
1203,1,debt_consolidation,0.23,877.69,10.7838,1.8,630,16004.4,25056,61.4,7,0,0,1
1204,0,all_other,0.2279,390.61,9.854,27.78,721,6204.1,36695,69.6,0,0,0,1
1205,0,all_other,0.23,187.98,10.9212,1.74,704,11668.0,28127,87.1,7,2,0,0
1206,1,educational,0.1946,97.53,10.781,12.71,798,16696.3,37698,13.0,1,0,1,1
1207,0,all_other,0.23,590.75,10.5553,0.02,742,3918.8,27527,8.2,5,1,1,0
1208,1,debt_consolidation,0.23,885.87,11.8508,23.58,778,14612.4,23643,99.4,5,1,0,1
1209,1,educational,0.23,811.43,10.2063,4.99,742,11735.8,12128,0.9,5,0,0,0
1210,0,credit_card,0.23,646.79,11.3238,27.75,692,14820.1,23246,70.8,7,1,0,1
1211,1,educational,0.23,892.01,12.212,1.32,758,3901.8,43283,61.1,4,0,1,1
1212,1,major_purchase,0.23,664.4,11.5464,24.62,750,8379.5,52214,55.3,1,1,1,1
1213,1,educational,0.23,338.36,10.8811,19.7,771,3190.2,6180,78.6,4,0,0,0
1214,0,major_purchase,0.23,561.04,10.2196,7.49,659,17321.4,10967,99.2,2,1,1,1
1215,0,credit_card,0.23,117.8,10.0828,6.07,754,2065.8,30435,4.7,4,1,0,1
1216,0,small_business,0.23,238.43,10.6531,10.73,679,2113.2,42154,61.5,3,1,1,0
1217,0,all_other,0.23,404.91,10.4878,24.85,785,16268.7,10197,71.7,0,0,1,0
1218,0,small_business,0.2287,221.55,10.4683,25.86,787,6113.0,19492,30.6,5,2,1,0
1219,1,major_purchase,0.23,860.48,10.7042,5.26,751,11149.3,2791,89.3,0,0,1,0
1220,1,home_improvement,0.2168,896.26,10.8387,10.6,818,5887.1,3155,45.7,2,0,0,0
1221,0,all_other,0.2298,365.3,11.1911,7.12,732,12028.9,8594,16.4,4,0,1,0
1222,0,educational,0.23,652.84,10.1573,3.68,625,4272.0,43750,85.4,7,2,1,1
1223,0,small_business,0.2135,396.61,10.4907,19.39,747,8800.8,52160,94.3,2,0,0,0
1224,0,educational,0.2259,168.58,10.8042,10.38,783,10069.4,29931,10.0,2,1,1,0
1225,1,credit_card,0.23,336.39,10.7827,6.76,641,6671.9,10568,75.2,2,2,1,1
1226,0,major_purchase,0.23,248.37,12.0019,25.98,641,5278.9,55286,21.5,4,0,0,1
1227,0,all_other,0.23,328.87,11.0393,22.45,677,3383.5,16702,0.7,1,0,1,0
1228,1,home_improvement,0.2279,232.77,9.9318,23.21,797,13004.5,9281,26.1,4,0,0,0
1229,0,educational,0.23,145.49,11.1509,1.18,730,3860.8,8285,85.5,6,2,1,0
1230,0,all_other,0.23,234.81,11.2274,27.45,825,5966.1,21184,14.1,0,2,1,0
1231,0,credit_card,0.23,819.89,10.8249,17.24,803,6727.4,44132,13.1,7,1,1,0
1232,1,educational,0.23,122.44,10.172,15.11,736,8724.2,23826,73.9,4,2,1,1
1233,0,educational,0.23,326.04,11.9548,0.32,762,12943.7,26726,40.6,5,2,1,0
1234,1,all_other,0.23,499.18,10.2581,26.93,689,8275.1,20416,14.8,4,0,0,1
1235,1,all_other,0.23,351.34,11.2965,16.32,638,15808.6,56618,23.0,7,0,1,1
1236,0,credit_card,0.23,489.97,11.02,24.75,703,12556.4,41016,79.5,5,0,0,0
1237,1,debt_consolidation,0.23,86.91,11.2605,19.67,744,15254.3,39859,62.3,7,2,1,1
1238,1,home_improvement,0.23,601.28,11.9241,23.9,658,13178.0,26257,76.1,2,2,1,0
1239,0,credit_card,0.23,528.96,11.237,20.79,666,3526.7,31883,9.8,1,2,1,0
1240,1,major_purchase,0.23,628.82,10.5648,27.63,623,17624.8,53099,45.8,5,1,0,1
1241,0,credit_card,0.23,532.17,11.5636,6.76,774,14372.0,39397,79.7,1,2,0,0
1242,0,small_business,0.2234,422.22,10.5213,6.06,808,10736.3,48826,26.6,0,2,0,0
1243,1,home_improvement,0.1931,347.62,10.9981,21.38,793,3808.9,2425,16.9,1,2,1,0
1244,0,small_business,0.23,242.47,10.1241,15.04,699,3935.6,51574,38.2,2,2,0,1
1245,0,debt_consolidation,0.2134,475.06,10.28,17.97,744,11443.6,57039,33.3,0,0,1,1
1246,0,home_improvement,0.2007,72.14,10.9308,21.26,821,8075.4,40086,18.5,5,2,1,0
1247,0,small_business,0.23,329.0,11.1209,16.42,744,12489.6,57385,95.4,4,2,0,1
1248,1,all_other,0.23,626.19,9.8786,23.63,682,7331.3,34064,48.3,1,0,1,1
1249,1,educational,0.23,142.41,11.1984,9.57,691,9718.4,16568,60.8,2,2,0,0
1250,0,home_improvement,0.23,103.46,10.4083,25.77,772,4195.3,36377,12.1,7,1,0,0
1251,1,all_other,0.23,604.35,11.6678,3.23,713,3638.4,37697,61.0,7,0,0,0
1252,0,debt_consolidation,0.23,388.11,10.6888,19.02,795,2286.0,8677,55.5,0,2,1,0
1253,0,credit_card,0.2177,731.55,10.2258,26.7,801,14933.9,12114,93.2,4,0,1,1
1254,1,home_improvement,0.23,846.71,10.9455,7.58,627,10441.6,17484,41.2,2,1,1,1
1255,1,all_other,0.23,863.48,10.3503,9.81,771,17101.4,32848,78.2,2,2,0,0
1256,0,educational,0.23,411.75,11.6614,9.16,697,13741.3,8879,30.4,4,0,0,1
1257,0,major_purchase,0.23,274.68,10.9003,16.93,729,14069.0,46247,57.9,7,0,0,1
1258,1,credit_card,0.23,567.32,10.809,12.39,675,9654.0,6568,92.7,4,2,1,0
1259,1,small_business,0.23,583.96,11.2551,3.24,697,14862.7,56389,62.5,7,2,1,1
1260,0,home_improvement,0.23,578.99,10.297,26.74,689,17015.1,40548,71.1,6,1,0,1
1261,1,debt_consolidation,0.23,323.51,10.1265,6.14,630,13269.6,20353,87.6,6,1,0,1
1262,1,small_business,0.23,104.19,11.145,16.02,784,2795.0,22352,92.5,6,2,0,0
1263,1,home_improvement,0.23,228.5,10.2402,17.84,650,12067.3,41610,20.8,6,2,1,1
1264,0,debt_consolidation,0.23,181.26,10.24,1.22,698,3047.4,5327,19.6,2,2,1,1
1265,1,home_improvement,0.23,155.32,11.4021,2.87,660,2312.8,42985,55.0,7,0,0,0
1266,1,major_purchase,0.23,837.34,11.215,29.15,653,12779.3,33130,99.6,7,1,1,0
1267,1,all_other,0.23,61.77,10.1477,19.94,698,15191.4,13268,49.0,4,2,0,1
1268,0,all_other,0.23,561.58,10.5285,1.01,812,3700.3,53837,33.1,5,0,0,1
1269,0,debt_consolidation,0.1683,855.35,10.3578,23.83,818,2260.5,37741,53.7,7,1,0,0
1270,1,credit_card,0.23,356.05,11.9658,15.26,700,16070.9,9819,6.4,1,0,0,1
1271,0,educational,0.23,498.03,11.4436,2.26,726,3247.6,39325,17.7,0,2,1,1
1272,1,small_business,0.2156,641.42,10.6475,20.42,826,1596.5,24674,14.9,7,2,1,1
1273,1,credit_card,0.23,319.59,11.2457,14.98,669,13257.9,45844,2.8,4,0,1,1
1274,0,home_improvement,0.2262,456.0,10.0863,6.15,818,15411.2,29526,72.2,5,1,1,1
1275,1,credit_card,0.23,744.54,10.4964,26.33,642,9746.0,59996,32.5,4,0,0,1
1276,1,home_improvement,0.23,683.55,10.9629,8.74,667,10178.7,55639,16.9,4,2,0,0
1277,0,credit_card,0.23,737.18,11.1713,8.54,691,6726.6,2413,51.2,0,0,0,1
1278,1,small_business,0.23,889.24,10.8415,8.18,627,5053.9,24657,32.3,2,1,0,1
1279,1,home_improvement,0.217,364.78,11.0488,23.02,791,13838.9,12138,39.3,0,0,1,1
1280,0,small_business,0.2271,685.03,10.947,21.18,799,15437.8,27014,31.6,3,0,1,0
1281,1,home_improvement,0.23,562.37,10.8019,27.09,700,6461.2,8704,0.4,0,2,1,1
1282,0,all_other,0.23,616.61,10.7223,6.88,795,5654.9,32140,68.8,6,1,0,1
1283,0,credit_card,0.2292,678.89,10.6442,23.59,782,5552.5,9266,11.1,2,0,1,0
1284,1,credit_card,0.23,687.27,11.0392,17.19,788,1860.1,37388,21.9,5,2,0,0
1285,0,home_improvement,0.23,802.88,11.1465,9.26,788,5778.3,27254,19.0,0,0,0,0
1286,0,home_improvement,0.23,346.92,11.019,1.06,740,1436.1,59581,33.1,0,1,1,1
1287,0,small_business,0.23,605.46,10.1928,24.57,643,14402.9,52712,16.0,3,2,1,1
1288,1,debt_consolidation,0.2162,288.25,10.3006,7.23,813,5350.8,36012,34.7,6,2,1,1
1289,0,credit_card,0.23,555.38,11.1393,18.95,747,12732.6,26923,24.3,6,0,1,0
1290,1,major_purchase,0.23,688.5,11.783,16.47,809,10234.2,42952,6.1,4,0,1,1
1291,0,educational,0.2242,722.35,10.9914,0.13,821,15236.9,40108,87.1,4,0,0,1
1292,0,educational,0.23,407.11,10.653,29.83,659,17326.4,8360,30.6,5,1,1,1
1293,0,all_other,0.23,482.41,11.0346,24.43,704,7244.0,22589,9.5,5,2,1,0
1294,0,debt_consolidation,0.23,333.77,10.2179,14.59,660,2501.8,59530,52.2,5,1,0,1
1295,0,credit_card,0.23,193.68,11.6854,20.41,630,13744.0,19179,12.3,0,1,1,1
1296,1,debt_consolidation,0.2156,271.44,11.012,14.3,822,1362.1,795,77.3,3,0,0,0
1297,0,educational,0.2073,825.32,10.4983,22.34,813,4790.4,50054,6.2,6,2,1,0
1298,1,educational,0.23,312.62,10.7999,4.03,815,1905.3,55970,46.5,3,1,1,0
1299,1,major_purchase,0.23,878.55,10.5838,13.39,805,16268.5,39332,94.4,1,1,1,0
1300,1,major_purchase,0.23,255.26,11.687,10.07,756,1090.1,38099,15.9,5,0,1,1
1301,0,all_other,0.23,664.61,10.7787,13.79,729,9376.6,21053,20.1,2,0,0,0
1302,1,home_improvement,0.2104,537.82,10.9932,13.51,828,8208.0,21563,60.0,4,0,1,1
1303,1,major_purchase,0.23,642.34,11.2442,4.29,735,12096.7,54849,98.0,4,1,1,0
1304,1,major_purchase,0.2187,597.36,10.4555,29.29,754,5925.6,51483,38.6,5,2,1,1
1305,1,home_improvement,0.23,650.74,11.0162,0.46,664,15852.8,29910,64.9,7,2,0,0
1306,0,major_purchase,0.23,819.71,11.0647,0.3,776,13483.9,18786,15.2,5,1,1,0
1307,1,all_other,0.23,528.95,9.9676,11.2,792,8349.0,11296,64.1,7,1,1,1
1308,0,all_other,0.23,107.67,11.0516,18.61,762,7086.4,654,25.3,0,1,0,1
1309,1,major_purchase,0.2117,280.2,10.8725,5.39,724,14870.1,28993,61.3,6,2,0,0
1310,1,all_other,0.23,651.99,10.978,16.0,661,13870.0,33231,8.9,3,0,1,1
1311,1,major_purchase,0.23,469.96,10.9214,21.68,627,7783.0,40481,52.5,5,1,0,0
1312,0,home_improvement,0.23,516.27,11.0555,2.82,751,6803.3,48305,23.7,0,2,0,1
1313,0,all_other,0.2266,557.09,11.7024,29.53,763,1661.1,22026,68.2,4,1,1,0
1314,1,credit_card,0.23,375.23,10.1923,10.1,782,2389.0,10007,74.8,0,1,0,0
1315,1,small_business,0.2056,707.81,10.6947,19.27,819,1916.6,50627,84.8,5,2,0,1
1316,0,home_improvement,0.23,665.0,11.3,3.32,724,1415.1,45747,99.2,1,0,0,0
1317,0,all_other,0.2234,657.15,11.1886,21.28,794,3598.8,31988,45.9,1,0,1,0
1318,0,major_purchase,0.23,658.01,11.1756,25.21,770,15571.4,2350,67.1,0,2,0,0
1319,1,debt_consolidation,0.23,806.8,12.5521,3.16,678,14568.7,28065,1.8,2,1,0,0
1320,0,debt_consolidation,0.2062,556.08,11.2685,3.78,797,15374.8,37157,90.5,7,0,0,0
1321,0,educational,0.23,872.01,11.5786,8.43,631,11604.6,51522,61.6,7,0,0,1
1322,1,small_business,0.23,151.31,10.7158,0.36,745,11609.1,30491,42.1,0,2,1,1
1323,0,home_improvement,0.2291,587.17,10.3043,29.58,817,3106.8,27775,43.4,7,2,0,1
1324,1,debt_consolidation,0.2205,659.39,10.7114,17.95,758,12882.4,22798,75.8,4,0,1,0
1325,0,small_business,0.23,455.64,11.3272,18.23,816,5760.4,24864,83.3,2,1,0,0
1326,1,home_improvement,0.23,294.98,11.1441,28.77,631,9827.3,982,80.8,7,1,0,1
1327,1,small_business,0.23,517.53,11.142,24.96,731,17230.3,6222,51.1,1,0,0,1
1328,1,debt_consolidation,0.2005,360.04,10.7714,24.43,783,15800.5,45375,37.1,1,0,0,1
1329,0,home_improvement,0.2245,822.76,10.6757,10.19,754,4964.3,21749,94.6,1,0,0,0
1330,0,small_business,0.23,353.27,10.7921,10.05,804,13523.1,51048,63.4,1,2,0,0
1331,0,all_other,0.23,199.35,11.3347,8.75,717,2769.5,23822,54.4,3,2,1,0
1332,1,debt_consolidation,0.23,539.93,11.4044,10.4,763,1454.6,59811,59.8,1,2,1,0
1333,0,educational,0.23,386.59,10.2963,11.09,708,1479.0,10837,63.0,1,0,0,0
1334,0,small_business,0.2272,131.51,11.3574,4.2,803,3894.2,11284,71.3,2,2,0,1
1335,0,small_business,0.23,530.12,10.5096,10.68,645,12814.1,35269,55.3,5,0,0,1
1336,1,major_purchase,0.23,507.17,11.1814,13.4,673,7176.2,48160,87.5,6,2,1,1
1337,1,small_business,0.23,197.22,10.7848,9.28,640,1271.0,8630,86.0,0,0,0,0
1338,1,debt_consolidation,0.2156,557.99,11.8395,4.96,767,17796.4,30171,44.2,5,0,0,0
1339,1,home_improvement,0.23,532.26,10.6492,11.2,668,10067.4,13421,16.9,0,1,0,1
1340,1,educational,0.23,707.57,11.0072,14.43,686,7696.0,44230,57.7,7,2,1,1
1341,0,all_other,0.23,357.33,11.264,21.62,795,9820.4,33665,62.1,2,0,0,1
1342,0,educational,0.23,261.45,10.3756,21.34,695,9839.5,39254,52.3,6,1,1,0
1343,0,debt_consolidation,0.23,858.54,10.8563,6.08,650,8994.0,16139,89.1,6,2,0,1
1344,0,all_other,0.23,527.03,10.74,1.1,624,11420.1,17331,9.3,2,1,0,1
1345,0,all_other,0.23,73.07,10.5917,9.11,667,16055.7,38380,28.7,2,2,1,1
1346,0,small_business,0.2297,747.6,10.6362,4.71,812,6129.1,21175,86.6,2,1,0,0
1347,0,credit_card,0.23,217.24,11.5672,11.87,735,9278.5,41430,93.9,3,0,1,0
1348,0,credit_card,0.2017,718.13,10.5409,29.38,828,1061.9,9238,42.6,3,0,0,1
1349,1,small_business,0.23,649.39,11.2398,5.43,665,15616.8,18077,19.3,5,1,1,0
1350,1,credit_card,0.23,873.49,11.0888,9.57,693,6200.4,6100,42.0,3,0,0,1
1351,1,educational,0.23,870.74,10.0618,21.75,654,5612.0,5243,45.6,6,0,1,0
1352,0,educational,0.23,283.25,11.2115,15.28,703,17958.1,15745,52.0,3,2,1,1
1353,0,all_other,0.23,701.48,10.0519,1.32,738,10934.7,29367,27.4,2,0,1,0
1354,1,home_improvement,0.2081,319.33,11.2769,4.85,789,3091.7,8665,31.3,2,0,0,1
1355,1,all_other,0.23,584.82,10.5957,28.06,697,5513.9,5573,65.6,5,1,0,0
1356,0,all_other,0.1884,558.08,10.905,3.09,782,7004.9,52637,62.2,1,1,1,1
1357,0,small_business,0.2265,96.36,10.1234,19.05,751,17763.0,30914,66.2,2,0,0,1
1358,0,all_other,0.23,54.4,10.9734,23.77,681,8320.6,42934,37.7,2,0,0,1
1359,1,credit_card,0.1916,99.1,11.4562,7.96,811,4912.3,43573,33.6,5,2,1,1
1360,0,credit_card,0.23,158.75,10.4158,21.75,711,10685.4,6096,35.2,1,1,0,0
1361,1,educational,0.23,269.0,10.5357,5.1,651,7880.9,37219,95.1,3,1,0,1
1362,0,credit_card,0.2065,820.91,11.1728,8.54,822,1934.3,51640,39.5,5,0,1,0
1363,1,all_other,0.23,490.84,11.1878,9.35,811,15635.6,26896,60.6,7,0,0,0
1364,1,small_business,0.23,727.36,9.4395,29.89,630,1266.7,51720,52.3,3,0,1,1
1365,1,debt_consolidation,0.23,762.56,12.1092,6.44,809,16274.2,56751,87.6,7,2,1,0
1366,0,credit_card,0.1904,674.7,11.2171,3.88,818,14461.6,32784,36.9,4,2,0,0
1367,1,credit_card,0.2258,382.68,11.3182,27.77,794,2289.0,6104,43.4,6,1,0,0
1368,1,educational,0.23,784.28,10.8139,4.86,673,13301.4,37047,84.3,1,2,1,0
1369,0,educational,0.23,680.74,9.7868,26.38,752,14106.0,52800,16.1,7,0,0,1
1370,0,major_purchase,0.2229,681.68,11.3048,19.51,733,11239.2,34758,59.4,2,2,0,1
1371,0,credit_card,0.227,816.34,10.5609,17.31,750,10820.4,48007,40.0,1,1,1,0
1372,0,small_business,0.2276,558.86,11.2264,22.54,749,1844.7,32121,98.6,0,1,1,0
1373,0,small_business,0.2165,499.29,10.7687,21.78,754,2011.4,25184,72.1,5,2,0,1
1374,1,educational,0.23,806.64,11.0428,3.32,727,13363.9,56734,1.1,5,0,0,1
1375,1,credit_card,0.23,436.29,10.435,29.98,765,2794.6,9172,83.9,1,1,0,1
1376,1,major_purchase,0.23,739.84,11.4186,28.26,730,5111.3,26856,70.3,7,0,1,0
1377,1,credit_card,0.23,95.77,10.187,26.9,623,9480.2,9352,56.1,2,1,0,0
1378,1,home_improvement,0.23,51.1,12.2473,18.67,627,3790.8,39282,23.6,4,0,1,1
1379,1,educational,0.2147,499.05,12.2428,15.68,821,14427.3,55308,14.9,4,1,0,0
1380,0,debt_consolidation,0.2177,112.57,11.8796,16.09,810,14725.4,59867,62.8,4,2,0,0
1381,1,credit_card,0.23,880.06,11.6653,0.45,742,15316.4,14022,44.0,5,0,1,0
1382,0,major_purchase,0.23,54.68,10.8493,14.98,656,1842.7,43656,86.2,7,0,1,1
1383,0,debt_consolidation,0.23,660.43,11.5999,18.71,784,8273.8,52446,26.2,5,0,1,1
1384,0,small_business,0.23,256.88,10.8423,19.76,650,15397.6,50023,63.8,7,2,1,1
1385,1,home_improvement,0.23,872.42,9.9679,9.96,699,7174.7,30197,24.9,6,1,0,0
1386,0,all_other,0.23,374.31,11.8019,14.14,689,12828.9,10468,63.6,2,2,0,1
1387,1,educational,0.23,73.19,11.5773,19.09,622,11017.2,27704,4.8,4,2,0,1
1388,1,major_purchase,0.23,72.9,10.8812,12.85,789,6902.5,46560,39.2,1,0,0,0
1389,0,all_other,0.23,520.37,10.1649,28.86,727,5698.9,37170,17.3,7,2,0,0
1390,0,debt_consolidation,0.23,888.71,10.5483,21.16,686,12096.6,23296,60.6,7,0,0,1
1391,0,debt_consolidation,0.2292,882.81,9.8073,0.04,726,3271.6,12902,31.7,7,0,1,1
1392,1,debt_consolidation,0.23,336.68,11.467,0.7,620,15622.1,39111,77.2,5,2,0,1
1393,0,educational,0.23,460.3,9.938,20.71,711,10799.5,25702,11.5,6,1,0,1
1394,1,small_business,0.23,135.39,11.0721,12.38,729,2895.6,28325,55.6,6,2,1,1
1395,0,small_business,0.23,493.85,10.3938,25.18,691,12960.0,56309,59.4,1,0,0,1
1396,1,credit_card,0.23,559.75,10.044,5.19,794,8328.9,547,2.2,2,1,0,1
1397,1,major_purchase,0.23,263.4,11.043,0.41,672,4469.4,14295,3.6,4,0,1,0
1398,1,major_purchase,0.23,570.3,10.6997,11.64,648,17338.2,55189,30.8,3,2,1,0
1399,1,major_purchase,0.23,814.74,11.4029,22.08,730,13234.0,55295,60.9,5,2,1,1
1400,0,home_improvement,0.23,50.81,10.1394,29.15,806,11080.9,18150,96.3,5,2,1,0
1401,1,small_business,0.23,244.59,10.4456,26.51,698,15430.7,59652,9.1,7,0,1,1
1402,0,home_improvement,0.23,228.43,9.4674,14.52,629,10245.8,12694,70.3,6,2,1,0
1403,0,all_other,0.23,155.3,9.5894,24.38,823,8505.0,3114,69.3,0,2,1,0
1404,0,small_business,0.23,191.19,11.9789,2.11,713,4220.6,18426,66.9,2,2,0,0
1405,1,all_other,0.23,582.03,12.1502,17.17,656,3607.6,31882,51.6,2,1,1,0
1406,1,educational,0.23,137.29,10.9556,27.73,749,8343.5,360,96.7,5,2,1,1
1407,1,major_purchase,0.23,677.75,10.4057,11.89,687,8751.6,10309,50.2,2,2,1,1
1408,0,major_purchase,0.23,803.97,10.7209,28.8,816,13466.3,47454,83.8,7,0,0,0
1409,0,major_purchase,0.23,837.6,11.4241,6.62,681,8515.4,37302,26.3,2,2,1,1
1410,1,home_improvement,0.23,611.15,10.5914,3.17,735,11083.7,36317,80.6,3,0,0,0
1411,1,educational,0.215,217.79,11.0426,15.74,734,15152.8,59372,99.7,6,2,0,1
1412,1,credit_card,0.23,122.5,10.8923,27.22,670,17886.7,13703,91.0,2,0,1,1
1413,0,home_improvement,0.23,247.22,10.5587,9.34,724,6482.9,53812,30.4,0,2,0,0
1414,0,debt_consolidation,0.23,867.66,10.5843,24.0,642,16333.2,21311,84.6,2,2,0,0
1415,0,all_other,0.23,867.99,11.076,5.08,755,14702.9,55490,9.5,2,2,0,0
1416,1,small_business,0.23,374.63,10.3139,22.37,779,2156.1,46990,67.8,4,2,0,1
1417,0,home_improvement,0.2122,326.92,11.171,16.71,819,6680.7,12800,34.2,5,1,1,0
1418,1,educational,0.23,483.51,10.6171,5.25,688,4723.7,12563,65.9,4,2,1,1
1419,0,small_business,0.23,297.93,10.9764,21.54,679,12294.5,32539,41.2,3,0,1,0
1420,0,all_other,0.23,882.71,11.7304,21.41,735,10440.1,30165,0.9,4,1,0,1
1421,1,all_other,0.23,238.04,10.7991,15.46,765,9412.5,14089,23.1,1,0,1,1
1422,0,small_business,0.2042,363.77,11.4519,6.76,828,13980.6,15622,4.2,1,0,1,0
1423,0,major_purchase,0.23,414.97,9.8248,3.97,625,6666.2,53965,42.7,4,2,0,1
1424,1,credit_card,0.23,156.3,10.6178,28.72,670,7506.8,45221,84.0,6,1,1,1
1425,0,small_business,0.23,375.4,10.9166,19.67,675,15715.8,11469,73.8,4,0,1,1
1426,1,small_business,0.23,778.22,12.054,24.28,673,17527.5,43514,78.9,0,2,0,0
1427,0,debt_consolidation,0.23,169.31,9.724,20.91,717,14198.1,9237,80.7,7,2,0,0
1428,0,educational,0.222,546.42,10.8423,24.88,803,4690.2,26700,37.2,2,1,1,1
1429,0,home_improvement,0.23,395.64,11.774,4.87,626,2915.1,729,50.6,5,0,0,1
1430,0,credit_card,0.2117,194.96,10.429,14.91,791,4556.5,38953,50.8,7,2,0,1
1431,0,small_business,0.2275,60.49,10.7723,20.01,749,8186.9,10916,11.3,7,2,1,0
1432,1,small_business,0.23,282.34,11.099,3.1,749,5023.8,14164,59.8,0,0,1,1
1433,0,educational,0.2225,102.55,11.0107,4.5,762,16317.7,11385,72.0,1,0,1,1
